start,end,group
4860,5116.525664,Current Line
4860,5009.747647,Current Line
4860,5063.570568,Current Line
4860,4957.717132,Current Line
4860,5035.814538,Current Line
4860,5017.957407,Current Line
4860,4975.810379,Current Line
4860,4993.23291,Current Line
4860,5013.478152,Current Line
4860,4997.951989,Current Line
4860,5117.073016,Current Line
4860,4982.054408,Current Line
4860,5025.629181,Current Line
4860,5049.797907,Current Line
4860,5063.265462,Current Line
4860,5057.181665,Current Line
4860,5019.331922,Current Line
4860,4990.2951,Current Line
4860,5054.61644,Current Line
4860,4992.324377,Current Line
4860,5076.096248,Current Line
4860,5078.223574,Current Line
4860,5067.16165,Current Line
4860,4998.264724,Current Line
4860,5103.373539,Current Line
4860,5026.822091,Current Line
4860,5065.352466,Current Line
4860,5007.354216,Current Line
4860,5036.510638,Current Line
4860,4978.867635,Current Line
4860,4962.289616,Current Line
4860,5101.515021,Current Line
4860,5046.158233,Current Line
4860,5019.55117,Current Line
4860,5011.194807,Current Line
4860,4969.330342,Current Line
4860,5031.911587,Current Line
4860,5059.891689,Current Line
4860,5090.851536,Current Line
4860,5040.690567,Current Line
4860,5037.504628,Current Line
4860,5091.938822,Current Line
4860,5038.571886,Current Line
4860,5088.591584,Current Line
4860,5032.960762,Current Line
4860,5037.716179,Current Line
4860,5062.614155,Current Line
4860,4973.246401,Current Line
4860,4975.947797,Current Line
4860,4987.641543,Current Line
4860,5023.452728,Current Line
4860,4991.53888,Current Line
4860,5082.609222,Current Line
4860,5104.527051,Current Line
4860,4983.31724,Current Line
4860,5029.409814,Current Line
4860,5002.017566,Current Line
4860,4996.9636,Current Line
4860,4998.434317,Current Line
4860,5003.025027,Current Line
4860,5034.719698,Current Line
4860,5029.634854,Current Line
4860,4980.128699,Current Line
4860,5079.95733,Current Line
4860,4972.782121,Current Line
4860,4990.597632,Current Line
4860,5008.568769,Current Line
4860,5036.623849,Current Line
4860,4978.308255,Current Line
4860,5028.496318,Current Line
4860,5019.478334,Current Line
4860,4989.610407,Current Line
4860,4999.831539,Current Line
4860,4961.927964,Current Line
4860,5023.117889,Current Line
4860,5011.43176,Current Line
4860,5018.411857,Current Line
4860,4987.021776,Current Line
4860,4983.807946,Current Line
4860,5062.868369,Current Line
